theme_slug,theme_title_th,theme_emoji,theme_order,word,ipa,thai,emoji,hint,pos,example_en,example_th,order
verbs,คำกริยาใช้บ่อย,✅,22,walk,/wɔːk/,เดิน,🚶,วอล์ก = เดิน,v.,Walk slowly.,เดินช้า ๆ,6
verbs,คำกริยาใช้บ่อย,✅,22,run,/rʌn/,วิ่ง,🏃,รัน = วิ่ง,v.,Don’t run.,อย่าวิ่ง,7
verbs,คำกริยาใช้บ่อย,✅,22,read,/riːd/,อ่าน,📖,รี้ด = อ่าน,v.,I read a book.,ฉันอ่านหนังสือ,8
verbs,คำกริยาใช้บ่อย,✅,22,write,/raɪt/,เขียน,✍️,ไรท์ = เขียน,v.,Write your name.,เขียนชื่อคุณ,9
verbs,คำกริยาใช้บ่อย,✅,22,speak,/spiːk/,พูด,🗣️,สปีค = พูด,v.,Speak slowly.,พูดช้า ๆ,10
verbs,คำกริยาใช้บ่อย,✅,22,listen,/ˈlɪsn/,ฟัง,👂,ลิสเซน = ฟัง,v.,Listen to me.,ฟังฉัน,11
verbs,คำกริยาใช้บ่อย,✅,22,look,/lʊk/,มอง,👀,ลุค = มอง,v.,Look at this.,ดูอันนี้,12
verbs,คำกริยาใช้บ่อย,✅,22,open,/ˈoʊpən/,เปิด,🔓,โอเพน = เปิด,v.,Open the box.,เปิดกล่อง,13
verbs,คำกริยาใช้บ่อย,✅,22,close,/kloʊz/,ปิด,🔒,โคลส = ปิด,v.,Close the door.,ปิดประตู,14
verbs,คำกริยาใช้บ่อย,✅,22,give,/ɡɪv/,ให้,🎁,กิฟ = ให้,v.,Give it to me.,ให้ฉัน,15
verbs,คำกริยาใช้บ่อย,✅,22,take,/teɪk/,หยิบ/เอา,🤲,เทค = เอา,v.,Take this.,เอาอันนี้ไป,16
school,ที่โรงเรียน,🏫,23,book,/bʊk/,หนังสือ,📖,บุ๊ก = หนังสือ,n.,Read this book.,อ่านหนังสือเล่มนี้,1
school,ที่โรงเรียน,🏫,23,pen,/pen/,ปากกา,🖊️,เพน = ปากกา,n.,I need a pen.,ขอปากกา,2
school,ที่โรงเรียน,🏫,23,pencil,/ˈpensl/,ดินสอ,✏️,เพนซิล = ดินสอ,n.,Use a pencil.,ใช้ดินสอ,3
school,ที่โรงเรียน,🏫,23,eraser,/ɪˈreɪsər/,ยางลบ,🧽,erase + r = ตัวลบ,n.,Where is the eraser?,ยางลบอยู่ไหน,4
school,ที่โรงเรียน,🏫,23,ruler,/ˈruːlər/,ไม้บรรทัด,📏,รูลเลอร์ = ไม้บรรทัด,n.,Use a ruler.,ใช้ไม้บรรทัด,5
school,ที่โรงเรียน,🏫,23,notebook,/ˈnoʊtbʊk/,สมุด,📓,note + book = สมุด,n.,Open your notebook.,เปิดสมุด,6
school,ที่โรงเรียน,🏫,23,desk,/desk/,โต๊ะเรียน,🪑,เดสก์ = โต๊ะ,n.,Sit at your desk.,นั่งที่โต๊ะ,7
school,ที่โรงเรียน,🏫,23,student,/ˈstuːdnt/,นักเรียน,🧑‍🎓,สติวเดนท์ = นักเรียน,n.,I am a student.,ฉันเป็นนักเรียน,8
school,ที่โรงเรียน,🏫,23,homework,/ˈhoʊmwɜːrk/,การบ้าน,📝,home + work = การบ้าน,n.,Do your homework.,ทำการบ้าน,9
school,ที่โรงเรียน,🏫,23,exam,/ɪɡˈzæm/,ข้อสอบ,🧾,เอ็กแซม = สอบ,n.,The exam is hard.,ข้อสอบยาก,10
school,ที่โรงเรียน,🏫,23,class,/klæs/,ชั้นเรียน,🏫,คลาส = ห้องเรียน,n.,I am in class.,ฉันอยู่ในห้องเรียน,11
school,ที่โรงเรียน,🏫,23,paper,/ˈpeɪpər/,กระดาษ,📄,เพเพอร์ = กระดาษ,n.,A piece of paper.,กระดาษแผ่นหนึ่ง,12
school,ที่โรงเรียน,🏫,23,dictionary,/ˈdɪkʃəneri/,พจนานุกรม,📕,ดิกชันนารี = ดิก,n.,Use a dictionary.,ใช้พจนานุกรม,13
school,ที่โรงเรียน,🏫,23,question,/ˈkwestʃən/,คำถาม,❓,เควสชั่น = คำถาม,n.,I have a question.,ฉันมีคำถาม,14
clothes,เสื้อผ้า,👕,24,shirt,/ʃɜːrt/,เสื้อเชิ้ต,👔,เชิ้ต ตรงตัว,n.,A blue shirt.,เสื้อเชิ้ตสีน้ำเงิน,1
clothes,เสื้อผ้า,👕,24,t-shirt,/ˈtiːʃɜːrt/,เสื้อยืด,👕,ทีเชิ้ต = เสื้อยืด,n.,A white t-shirt.,เสื้อยืดสีขาว,2
clothes,เสื้อผ้า,👕,24,pants,/pænts/,กางเกง,👖,แพนท์ส = กางเกง,n.,New pants.,กางเกงใหม่,3
clothes,เสื้อผ้า,👕,24,dress,/dres/,ชุดเดรส,👗,เดรส ตรงตัว,n.,A pretty dress.,ชุดสวย,4
clothes,เสื้อผ้า,👕,24,shoes,/ʃuːz/,รองเท้า,👟,ชูส์ = รองเท้า,n.,My shoes are new.,รองเท้าฉันใหม่,5
clothes,เสื้อผ้า,👕,24,hat,/hæt/,หมวก,🧢,แฮท = หมวก,n.,Wear a hat.,ใส่หมวก,6
clothes,เสื้อผ้า,👕,24,socks,/sɒks/,ถุงเท้า,🧦,ซ็อกส์ = ถุงเท้า,n.,Clean socks.,ถุงเท้าสะอาด,7
clothes,เสื้อผ้า,👕,24,jacket,/ˈdʒækɪt/,แจ็คเก็ต,🧥,แจ็คเก็ต ตรงตัว,n.,Wear a jacket.,ใส่แจ็คเก็ต,8
clothes,เสื้อผ้า,👕,24,skirt,/skɜːrt/,กระโปรง,👗,สเกิร์ต = กระโปรง,n.,A long skirt.,กระโปรงยาว,9
clothes,เสื้อผ้า,👕,24,glasses,/ˈɡlæsɪz/,แว่นตา,👓,กลาสเซส = แว่น,n.,I wear glasses.,ฉันใส่แว่น,10
clothes,เสื้อผ้า,👕,24,watch,/wɒtʃ/,นาฬิกาข้อมือ,⌚,ว็อทช์ = นาฬิกาข้อมือ,n.,A nice watch.,นาฬิกาสวย,11
clothes,เสื้อผ้า,👕,24,belt,/belt/,เข็มขัด,🎗️,เบลท์ = เข็มขัด,n.,A black belt.,เข็มขัดสีดำ,12
clothes,เสื้อผ้า,👕,24,gloves,/ɡlʌvz/,ถุงมือ,🧤,กลัฟส์ = ถุงมือ,n.,Warm gloves.,ถุงมืออุ่น,13
clothes,เสื้อผ้า,👕,24,scarf,/skɑːrf/,ผ้าพันคอ,🧣,สการ์ฟ = ผ้าพันคอ,n.,A red scarf.,ผ้าพันคอสีแดง,14
places,สถานที่ในเมือง,🏙️,25,bank,/bæŋk/,ธนาคาร,🏦,แบงก์ = ธนาคาร,n.,Go to the bank.,ไปธนาคาร,1
places,สถานที่ในเมือง,🏙️,25,market,/ˈmɑːrkɪt/,ตลาด,🏪,มาร์เก็ต = ตลาด,n.,Buy fruit at the market.,ซื้อผลไม้ที่ตลาด,2
places,สถานที่ในเมือง,🏙️,25,park,/pɑːrk/,สวนสาธารณะ,🏞️,พาร์ก = สวน,n.,Walk in the park.,เดินเล่นในสวน,3
places,สถานที่ในเมือง,🏙️,25,temple,/ˈtempl/,วัด,🛕,เทมเพิล = วัด,n.,Visit the temple.,ไปวัด,4
places,สถานที่ในเมือง,🏙️,25,mall,/mɔːl/,ห้างสรรพสินค้า,🏬,มอลล์ = ห้าง,n.,Meet at the mall.,เจอกันที่ห้าง,5
places,สถานที่ในเมือง,🏙️,25,cinema,/ˈsɪnəmə/,โรงหนัง,🎬,ซินิมา = โรงหนัง,n.,Go to the cinema.,ไปโรงหนัง,6
places,สถานที่ในเมือง,🏙️,25,library,/ˈlaɪbreri/,ห้องสมุด,📚,ไลบรารี่ = ห้องสมุด,n.,Read at the library.,อ่านที่ห้องสมุด,7
places,สถานที่ในเมือง,🏙️,25,museum,/mjuˈziːəm/,พิพิธภัณฑ์,🏛️,มิวเซียม = พิพิธภัณฑ์,n.,Visit the museum.,ไปพิพิธภัณฑ์,8
places,สถานที่ในเมือง,🏙️,25,zoo,/zuː/,สวนสัตว์,🦁,ซู = สวนสัตว์,n.,The zoo is fun.,สวนสัตว์สนุก,9
places,สถานที่ในเมือง,🏙️,25,gym,/dʒɪm/,ฟิตเนส,🏋️,ยิม = ที่ออกกำลัง,n.,I go to the gym.,ฉันไปยิม,10
places,สถานที่ในเมือง,🏙️,25,church,/tʃɜːrtʃ/,โบสถ์,⛪,เชิร์ช = โบสถ์,n.,Go to church.,ไปโบสถ์,11
places,สถานที่ในเมือง,🏙️,25,bakery,/ˈbeɪkəri/,ร้านเบเกอรี,🥐,bake + ry = ร้านขนม,n.,Fresh bread at the bakery.,ขนมปังสดที่เบเกอรี,12
places,สถานที่ในเมือง,🏙️,25,school,/skuːl/,โรงเรียน,🏫,สคูล = โรงเรียน,n.,Go to school.,ไปโรงเรียน,13
places,สถานที่ในเมือง,🏙️,25,street,/striːt/,ถนน,🛣️,สตรีท = ถนน,n.,Cross the street.,ข้ามถนน,14
directions,บอกทาง,🧭,26,left,/left/,ซ้าย,⬅️,เลฟท์ = ซ้าย,n.,Turn left.,เลี้ยวซ้าย,1
directions,บอกทาง,🧭,26,right,/raɪt/,ขวา,➡️,ไรท์ = ขวา,n.,Turn right.,เลี้ยวขวา,2
directions,บอกทาง,🧭,26,straight,/streɪt/,ตรงไป,⬆️,สเทรท = ตรง,adv.,Go straight.,ตรงไป,3
directions,บอกทาง,🧭,26,near,/nɪr/,ใกล้,📍,เนียร์ = ใกล้,adj.,It is near here.,อยู่ใกล้ ๆ นี่,4
directions,บอกทาง,🧭,26,far,/fɑːr/,ไกล,🛣️,ฟาร์ = ไกล,adj.,It is very far.,ไกลมาก,5
directions,บอกทาง,🧭,26,here,/hɪr/,ที่นี่,📍,เฮียร์ = ที่นี่,adv.,Come here.,มาที่นี่,6
directions,บอกทาง,🧭,26,there,/ðer/,ที่นั่น,👉,แดร์ = ที่นั่น,adv.,It is over there.,อยู่ตรงนั้น,7
directions,บอกทาง,🧭,26,up,/ʌp/,ขึ้น/ข้างบน,⬆️,อัพ = ขึ้น,adv.,Look up.,มองขึ้น,8
directions,บอกทาง,🧭,26,down,/daʊn/,ลง/ข้างล่าง,⬇️,ดาวน์ = ลง,adv.,Sit down.,นั่งลง,9
directions,บอกทาง,🧭,26,turn,/tɜːrn/,เลี้ยว,🔄,เทิร์น = เลี้ยว,v.,Turn at the corner.,เลี้ยวตรงหัวมุม,10
directions,บอกทาง,🧭,26,stop,/stɒp/,หยุด,🛑,สต็อป = หยุด,v.,Stop here.,หยุดตรงนี้,11
directions,บอกทาง,🧭,26,corner,/ˈkɔːrnər/,หัวมุม,📐,คอร์เนอร์ = มุม,n.,At the corner.,ตรงหัวมุม,12
directions,บอกทาง,🧭,26,sign,/saɪn/,ป้าย,🪧,ไซน์ = ป้าย,n.,Read the sign.,อ่านป้าย,13
directions,บอกทาง,🧭,26,cross,/krɒs/,ข้าม,🚸,ครอส = ข้าม,v.,Cross the road.,ข้ามถนน,14
adjectives,คำคุณศัพท์,⚖️,27,big,/bɪɡ/,ใหญ่,🐘,บิ๊ก = ใหญ่,adj.,A big house.,บ้านหลังใหญ่,1
adjectives,คำคุณศัพท์,⚖️,27,small,/smɔːl/,เล็ก,🐜,สมอลล์ = เล็ก,adj.,A small dog.,หมาตัวเล็ก,2
adjectives,คำคุณศัพท์,⚖️,27,tall,/tɔːl/,สูง,📏,ทอลล์ = สูง,adj.,He is tall.,เขาสูง,3
adjectives,คำคุณศัพท์,⚖️,27,short,/ʃɔːrt/,เตี้ย/สั้น,📐,ช็อร์ต = สั้น,adj.,A short story.,เรื่องสั้น,4
adjectives,คำคุณศัพท์,⚖️,27,long,/lɒŋ/,ยาว,➖,ลอง = ยาว,adj.,A long road.,ถนนยาว,5
adjectives,คำคุณศัพท์,⚖️,27,new,/njuː/,ใหม่,✨,นิว = ใหม่,adj.,A new phone.,โทรศัพท์ใหม่,6
adjectives,คำคุณศัพท์,⚖️,27,old,/oʊld/,เก่า/แก่,👴,โอลด์ = เก่า,adj.,An old car.,รถเก่า,7
adjectives,คำคุณศัพท์,⚖️,27,fast,/fæst/,เร็ว,⚡,ฟาสต์ = เร็ว,adj.,A fast train.,รถไฟเร็ว,8
adjectives,คำคุณศัพท์,⚖️,27,slow,/sloʊ/,ช้า,🐢,สโลว์ = ช้า,adj.,A slow bus.,รถเมล์ช้า,9
adjectives,คำคุณศัพท์,⚖️,27,good,/ɡʊd/,ดี,👍,กู้ด = ดี,adj.,A good idea.,ความคิดที่ดี,10
adjectives,คำคุณศัพท์,⚖️,27,bad,/bæd/,แย่,👎,แบด = แย่,adj.,Bad weather.,อากาศแย่,11
adjectives,คำคุณศัพท์,⚖️,27,easy,/ˈiːzi/,ง่าย,🙂,อีซี่ = ง่าย,adj.,This is easy.,อันนี้ง่าย,12
adjectives,คำคุณศัพท์,⚖️,27,hard,/hɑːrd/,ยาก,😣,ฮาร์ด = ยาก,adj.,This is hard.,อันนี้ยาก,13
adjectives,คำคุณศัพท์,⚖️,27,beautiful,/ˈbjuːtɪfl/,สวย,🌸,บิวติฟูล = สวย,adj.,A beautiful view.,วิวสวย,14
adjectives,คำคุณศัพท์,⚖️,27,clean,/kliːn/,สะอาด,🧼,คลีน = สะอาด,adj.,A clean room.,ห้องสะอาด,15
adjectives,คำคุณศัพท์,⚖️,27,dirty,/ˈdɜːrti/,สกปรก,🟤,เดอร์ตี้ = สกปรก,adj.,Dirty shoes.,รองเท้าสกปรก,16
greetings,ทักทายและวลีสุภาพ,👋,28,hello,/həˈloʊ/,สวัสดี,👋,เฮลโล่ = สวัสดี,int.,"Hello, how are you?",สวัสดี สบายดีไหม,1
greetings,ทักทายและวลีสุภาพ,👋,28,goodbye,/ɡʊdˈbaɪ/,ลาก่อน,👋,กู้ดบาย = ลาก่อน,int.,"Goodbye, see you.",ลาก่อน เจอกันใหม่,2
greetings,ทักทายและวลีสุภาพ,👋,28,thank you,/ˈθæŋk juː/,ขอบคุณ,🙏,แธงก์ ยู = ขอบคุณ,int.,Thank you very much.,ขอบคุณมาก,3
greetings,ทักทายและวลีสุภาพ,👋,28,sorry,/ˈsɒri/,ขอโทษ,😔,ซอรี่ = ขอโทษ,int.,I am sorry.,ฉันขอโทษ,4
greetings,ทักทายและวลีสุภาพ,👋,28,please,/pliːz/,กรุณา,🙏,พลีส = กรุณา,int.,"Water, please.",ขอน้ำหน่อย,5
greetings,ทักทายและวลีสุภาพ,👋,28,excuse me,/ɪkˈskjuːz miː/,ขอโทษนะ/ขอทาง,🙋,เอ็กซคิวส์ มี,int.,"Excuse me, where is the toilet?",ขอโทษ ห้องน้ำอยู่ไหน,6
greetings,ทักทายและวลีสุภาพ,👋,28,yes,/jes/,ใช่,✅,เยส = ใช่,int.,"Yes, please.",ครับ/ค่ะ เอา,7
greetings,ทักทายและวลีสุภาพ,👋,28,no,/noʊ/,ไม่,❌,โน = ไม่,int.,"No, thank you.",ไม่ ขอบคุณ,8
greetings,ทักทายและวลีสุภาพ,👋,28,welcome,/ˈwelkəm/,ยินดีต้อนรับ,🤗,เวลคัม = ต้อนรับ,int.,You are welcome.,ยินดีต้อนรับ,9
greetings,ทักทายและวลีสุภาพ,👋,28,help,/help/,ช่วยด้วย,🆘,เฮลป์ = ช่วย,int.,"Help me, please.",ช่วยด้วย,10
greetings,ทักทายและวลีสุภาพ,👋,28,okay,/ˌoʊˈkeɪ/,โอเค,👌,โอเค ตรงตัว,int.,"Okay, no problem.",โอเค ไม่มีปัญหา,11
greetings,ทักทายและวลีสุภาพ,👋,28,good night,/ɡʊd naɪt/,ราตรีสวัสดิ์,🌙,good + night,int.,"Good night, sleep well.",ราตรีสวัสดิ์ นอนหลับฝันดี,12
greetings,ทักทายและวลีสุภาพ,👋,28,good morning,/ɡʊd ˈmɔːrnɪŋ/,อรุณสวัสดิ์,🌄,good + morning,int.,"Good morning, everyone.",อรุณสวัสดิ์ทุกคน,13
greetings,ทักทายและวลีสุภาพ,👋,28,nice to meet you,/naɪs tə miːt juː/,ยินดีที่ได้รู้จัก,🤝,ไนซ์ ทู มีท ยู,int.,Nice to meet you.,ยินดีที่ได้รู้จัก,14
greetings,ทักทายและวลีสุภาพ,👋,28,see you,/siː juː/,แล้วเจอกัน,👋,ซี ยู = เจอกัน,int.,See you later.,ไว้เจอกันใหม่,15
greetings,ทักทายและวลีสุภาพ,👋,28,how are you,/haʊ ɑːr juː/,สบายดีไหม,🙂,ฮาว อาร์ ยู,int.,How are you today?,วันนี้เป็นยังไงบ้าง,16
days,วันในสัปดาห์,📆,29,Monday,/ˈmʌndeɪ/,วันจันทร์,📆,มันเดย์ = จันทร์,n.,See you on Monday.,เจอกันวันจันทร์,1
days,วันในสัปดาห์,📆,29,Tuesday,/ˈtjuːzdeɪ/,วันอังคาร,📆,ทิวส์เดย์ = อังคาร,n.,A meeting on Tuesday.,ประชุมวันอังคาร,2
days,วันในสัปดาห์,📆,29,Wednesday,/ˈwenzdeɪ/,วันพุธ,📆,เวนส์เดย์ (d เงียบ),n.,It is Wednesday.,วันนี้วันพุธ,3
days,วันในสัปดาห์,📆,29,Thursday,/ˈθɜːrzdeɪ/,วันพฤหัส,📆,เธิร์สเดย์ = พฤหัส,n.,I am free on Thursday.,วันพฤหัสฉันว่าง,4
days,วันในสัปดาห์,📆,29,Friday,/ˈfraɪdeɪ/,วันศุกร์,📆,ไฟรเดย์ = ศุกร์,n.,Happy Friday!,สุขสันต์วันศุกร์,5
days,วันในสัปดาห์,📆,29,Saturday,/ˈsætərdeɪ/,วันเสาร์,📆,แซทเทอร์เดย์ = เสาร์,n.,I rest on Saturday.,วันเสาร์ฉันพัก,6
days,วันในสัปดาห์,📆,29,Sunday,/ˈsʌndeɪ/,วันอาทิตย์,☀️,ซันเดย์ = อาทิตย์,n.,Sunday is a holiday.,วันอาทิตย์เป็นวันหยุด,7
days,วันในสัปดาห์,📆,29,weekend,/ˈwiːkend/,สุดสัปดาห์,🎉,week + end = เสาร์อาทิตย์,n.,Have a nice weekend.,สุดสัปดาห์ให้สนุก,8
days,วันในสัปดาห์,📆,29,holiday,/ˈhɒlədeɪ/,วันหยุด,🏖️,ฮอลิเดย์ = วันหยุด,n.,It is a holiday today.,วันนี้เป็นวันหยุด,9
days,วันในสัปดาห์,📆,29,birthday,/ˈbɜːrθdeɪ/,วันเกิด,🎂,birth + day = วันเกิด,n.,Happy birthday!,สุขสันต์วันเกิด,10
days,วันในสัปดาห์,📆,29,calendar,/ˈkælɪndər/,ปฏิทิน,📅,แคเลนเดอร์ = ปฏิทิน,n.,Check the calendar.,ดูปฏิทิน,11
days,วันในสัปดาห์,📆,29,weekday,/ˈwiːkdeɪ/,วันธรรมดา,📆,week + day = วันทำงาน,n.,I work on weekdays.,ฉันทำงานวันธรรมดา,12
days,วันในสัปดาห์,📆,29,day,/deɪ/,วัน,🌞,เดย์ = วัน,n.,Have a nice day.,ขอให้เป็นวันที่ดี,13
days,วันในสัปดาห์,📆,29,date,/deɪt/,วันที่,📅,เดท = วันที่,n.,What is the date today?,วันนี้วันที่เท่าไร,14
