theme_slug,theme_title_th,theme_emoji,theme_order,word,ipa,thai,emoji,hint,pos,example_en,example_th,order
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,translate,/trænzˈleɪt/,แปลภาษา,🌐,ทรานสเลท = แปล,v.,Translate this to Thai.,แปลอันนี้เป็นไทย,2
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,rewrite,/ˌriːˈraɪt/,เขียนใหม่,🔁,re + write = เขียนใหม่,v.,Rewrite this sentence.,เขียนประโยคนี้ใหม่,3
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,explain,/ɪkˈspleɪn/,อธิบาย,💡,เอ็กซ์เพลน = อธิบาย,v.,Explain this code.,อธิบายโค้ดนี้,4
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,copy,/ˈkɒpi/,คัดลอก,📋,ก็อปปี้ = คัดลอก,v.,Copy the text.,คัดลอกข้อความ,5
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,paste,/peɪst/,วาง,📌,เพสต์ = วางที่ก็อปมา,v.,Paste it here.,วางตรงนี้,6
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,share,/ʃer/,แชร์,🔗,แชร์ = แบ่งปัน,v.,Share the chat.,แชร์แชต,7
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,preview,/ˈpriːvjuː/,แสดงตัวอย่าง,👁️,pre + view = ดูก่อน,v.,Preview the result.,ดูตัวอย่างผลลัพธ์,8
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,draft,/drɑːft/,ร่าง,📄,ดราฟท์ = ฉบับร่าง,n.,Write a draft first.,เขียนร่างก่อน,9
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,refine,/rɪˈfaɪn/,ปรับให้ดีขึ้น,✨,รีไฟน์ = ขัดเกลาให้ดีขึ้น,v.,Refine the answer.,ปรับคำตอบให้ดีขึ้น,10
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,attach,/əˈtætʃ/,แนบไฟล์,📎,อะแทช = แนบไฟล์,v.,Attach a document.,แนบเอกสาร,11
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,continue,/kənˈtɪnjuː/,ทำต่อ,▶️,คอนทินิว = ทำต่อ,v.,Continue writing.,เขียนต่อ,12
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,retry,/ˌriːˈtraɪ/,ลองใหม่,🔁,re + try = ลองอีกครั้ง,v.,Retry the request.,ลองส่งใหม่,13
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,clear,/klɪr/,ล้าง/เคลียร์,🧹,เคลียร์ = ล้างข้อมูล,v.,Clear the chat.,ล้างแชต,14
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,voice,/vɔɪs/,เสียง/สั่งด้วยเสียง,🎤,วอยซ์ = เสียง,n.,Use voice input.,ใช้สั่งด้วยเสียง,15
ai_actions,ปุ่มและคำสั่ง AI,⚙️,41,format,/ˈfɔːrmæt/,จัดรูปแบบ,🎨,ฟอร์แมต = จัดรูปแบบ,v.,Format the table.,จัดรูปแบบตาราง,16
